State,County,Total_Accidents,Night_Accidents,Winter_Accidents,Night_Proportion,Winter_Proportion
ID,Nez Perce,51,20,0,0.39215686274509803,0.0
TN,Perry,10,6,0,0.6,0.0
ME,Hancock,53,5,3,0.09433962264150944,0.05660377358490566
MS,Greene,11,2,0,0.18181818181818182,0.0
TX,Shelby,17,5,0,0.29411764705882354,0.0
CO,Phillips,36,12,0,0.3333333333333333,0.0
ID,Clark,90,40,6,0.4444444444444444,0.06666666666666667
MS,Leake,29,7,0,0.2413793103448276,0.0
MN,Roseau,203,96,36,0.4729064039408867,0.17733990147783252
OK,Cherokee,3,1,0,0.3333333333333333,0.0
MN,Wilkin,31,13,2,0.41935483870967744,0.06451612903225806
IN,Randolph,111,29,10,0.26126126126126126,0.09009009009009009
MO,Moniteau,13,5,0,0.38461538461538464,0.0
NY,Fulton,73,26,0,0.3561643835616438,0.0
WY,Natrona,110,34,4,0.3090909090909091,0.03636363636363636
NY,Clinton,176,64,22,0.36363636363636365,0.125
WI,Ashland,9,5,2,0.5555555555555556,0.2222222222222222
MN,Pennington,12,5,0,0.4166666666666667,0.0
TN,Dyer,30,11,0,0.36666666666666664,0.0
NE,Richardson,11,5,0,0.45454545454545453,0.0
ID,Bannock,272,93,34,0.34191176470588236,0.125
MO,Barton,9,2,0,0.2222222222222222,0.0
AR,Chicot,100,33,0,0.33,0.0
TX,Crosby,4,0,0,0.0,0.0
AR,Drew,77,36,1,0.4675324675324675,0.012987012987012988
IN,Jay,40,16,9,0.4,0.225
KS,Russell,9,4,0,0.4444444444444444,0.0
ID,Boundary,36,18,3,0.5,0.08333333333333333
VA,Buena Vista,14,6,0,0.42857142857142855,0.0
VA,Martinsville,6,2,0,0.3333333333333333,0.0
TX,Concho,16,1,0,0.0625,0.0
MS,Holmes,17,3,0,0.17647058823529413,0.0
AR,Perry,32,7,0,0.21875,0.0
VA,Franklin City,13,4,0,0.3076923076923077,0.0
TX,Glasscock,7,1,0,0.14285714285714285,0.0
IN,Wabash,89,40,1,0.449438202247191,0.011235955056179775
WI,Wood,80,43,2,0.5375,0.025
WI,Polk,31,13,1,0.41935483870967744,0.03225806451612903
NE,Gage,38,13,0,0.34210526315789475,0.0
NC,Pasquotank,70,31,0,0.44285714285714284,0.0
TX,Calhoun,17,4,0,0.23529411764705882,0.0
AR,Madison,97,18,0,0.18556701030927836,0.0
TX,Dimmit,8,2,0,0.25,0.0
NC,Hertford,85,29,0,0.3411764705882353,0.0
IL,Fulton,9,0,0,0.0,0.0
ME,Knox,17,2,0,0.11764705882352941,0.0
AR,Polk,72,11,1,0.1527777777777778,0.013888888888888888
IN,Fayette,33,5,3,0.15151515151515152,0.09090909090909091
NE,Fillmore,3,0,0,0.0,0.0
WI,Price,29,4,1,0.13793103448275862,0.034482758620689655
AR,Lawrence,125,55,4,0.44,0.032
MO,Vernon,6,0,0,0.0,0.0
IA,Carroll,30,10,4,0.3333333333333333,0.13333333333333333
KY,Union,3,0,0,0.0,0.0
GA,Miller,23,7,0,0.30434782608695654,0.0
MI,Presque Isle,17,1,0,0.058823529411764705,0.0
IN,Fulton,37,22,1,0.5945945945945946,0.02702702702702703
MS,Tippah,8,2,1,0.25,0.125
TX,Winkler,60,16,0,0.26666666666666666,0.0
NE,Dundy,2,0,0,0.0,0.0
ID,Benewah,38,16,9,0.42105263157894735,0.23684210526315788
NE,Wayne,12,3,1,0.25,0.08333333333333333
IL,Jersey,12,4,0,0.3333333333333333,0.0
SD,Minnehaha,131,83,0,0.6335877862595419,0.0
WI,Door,65,1,10,0.015384615384615385,0.15384615384615385
IN,Kosciusko,83,15,5,0.18072289156626506,0.060240963855421686
KS,Allen,3,0,0,0.0,0.0
LA,Beauregard,9,6,0,0.6666666666666666,0.0
WV,Wayne,76,31,2,0.40789473684210525,0.02631578947368421
WA,Asotin,8,2,2,0.25,0.25
NC,Washington,28,6,0,0.21428571428571427,0.0
IL,Brown,2,1,1,0.5,0.5
IA,Winneshiek,20,10,0,0.5,0.0
GA,Atkinson,29,9,0,0.3103448275862069,0.0
KY,Simpson,15,8,0,0.5333333333333333,0.0
KY,Lee,5,4,0,0.8,0.0
MS,Noxubee,2,1,0,0.5,0.0
OK,Greer,3,2,0,0.6666666666666666,0.0
MO,Miller,29,1,3,0.034482758620689655,0.10344827586206896
IN,Franklin,41,11,1,0.2682926829268293,0.024390243902439025
WI,Bayfield,28,11,0,0.39285714285714285,0.0
NY,Yates,18,8,0,0.4444444444444444,0.0
NM,Lincoln,27,6,0,0.2222222222222222,0.0
VA,Winchester,80,28,1,0.35,0.0125
MO,Livingston,3,1,0,0.3333333333333333,0.0
KS,Chase,6,4,0,0.6666666666666666,0.0
GA,Irwin,30,10,0,0.3333333333333333,0.0
MO,McDonald,23,3,0,0.13043478260869565,0.0
TX,Montague,25,11,0,0.44,0.0
TX,Uvalde,37,11,0,0.2972972972972973,0.0
ID,Cassia,197,106,11,0.5380710659898477,0.05583756345177665
NY,Hamilton,35,12,5,0.34285714285714286,0.14285714285714285
TX,Coleman,11,2,0,0.18181818181818182,0.0
WI,Langlade,40,12,10,0.3,0.25
MI,Benzie,55,7,16,0.12727272727272726,0.2909090909090909
MI,Gogebic,7,3,0,0.42857142857142855,0.0
KS,Harvey,10,2,1,0.2,0.1
OK,Craig,13,7,1,0.5384615384615384,0.07692307692307693
MO,Camden,11,5,0,0.45454545454545453,0.0
MO,Texas,13,0,0,0.0,0.0
WY,Sheridan,53,25,8,0.4716981132075472,0.1509433962264151
KY,Edmonson,3,1,0,0.3333333333333333,0.0
GA,Murray,40,19,0,0.475,0.0
ID,Jerome,361,125,10,0.3462603878116344,0.027700831024930747
TX,Brooks,12,10,0,0.8333333333333334,0.0
IL,Henderson,4,1,0,0.25,0.0
NC,Chowan,19,14,0,0.7368421052631579,0.0
OK,Choctaw,2,0,0,0.0,0.0
IN,Jefferson,52,24,0,0.46153846153846156,0.0
KS,Geary,20,6,2,0.3,0.1
GA,Lumpkin,31,9,0,0.2903225806451613,0.0
LA,Assumption,7,2,0,0.2857142857142857,0.0
LA,Claiborne,7,0,0,0.0,0.0
IA,Guthrie,12,4,3,0.3333333333333333,0.25
TX,Sutton,11,0,0,0.0,0.0
NM,Colfax,54,20,2,0.37037037037037035,0.037037037037037035
VA,Surry,159,36,0,0.22641509433962265,0.0
IL,Warren,7,3,0,0.42857142857142855,0.0
TX,Dawson,13,0,0,0.0,0.0
MS,George,41,10,0,0.24390243902439024,0.0
IA,Adams,10,0,0,0.0,0.0
MO,Dunklin,16,0,0,0.0,0.0
WY,Uinta,408,222,68,0.5441176470588235,0.16666666666666666
IL,Putnam,8,1,1,0.125,0.125
KS,Montgomery,16,6,0,0.375,0.0
MI,Houghton,14,7,3,0.5,0.21428571428571427
KS,Trego,6,2,1,0.3333333333333333,0.16666666666666666
CO,Dolores,76,16,4,0.21052631578947367,0.05263157894736842
IA,Page,19,6,0,0.3157894736842105,0.0
TN,Johnson,16,4,0,0.25,0.0
AL,Clay,18,5,0,0.2777777777777778,0.0
TX,Jim Hogg,1,0,0,0.0,0.0
WI,Oneida,58,18,0,0.3103448275862069,0.0
LA,Union,8,2,0,0.25,0.0
ND,Stutsman,149,70,15,0.4697986577181208,0.10067114093959731
NE,Scotts Bluff,10,5,2,0.5,0.2
TX,Jim Wells,9,4,0,0.4444444444444444,0.0
WI,Green Lake,22,0,0,0.0,0.0
ID,Bonneville,248,96,6,0.3870967741935484,0.024193548387096774
GA,Calhoun,15,9,0,0.6,0.0
WI,Marinette,36,12,2,0.3333333333333333,0.05555555555555555
MI,Oscoda,5,0,1,0.0,0.2
ID,Owyhee,42,11,0,0.2619047619047619,0.0
TN,Hardin,15,11,0,0.7333333333333333,0.0
OK,Delaware,8,2,0,0.25,0.0
NC,Graham,59,12,0,0.2033898305084746,0.0
MO,Gasconade,7,2,0,0.2857142857142857,0.0
KY,Leslie,3,0,0,0.0,0.0
KS,Cherokee,25,8,3,0.32,0.12
NE,Hitchcock,2,0,0,0.0,0.0
IA,Ringgold,9,2,0,0.2222222222222222,0.0
MS,Monroe,8,0,0,0.0,0.0
GA,Charlton,44,16,0,0.36363636363636365,0.0
WI,Adams,35,24,0,0.6857142857142857,0.0
MS,Kemper,4,2,0,0.5,0.0
TX,Real,1,0,0,0.0,0.0
NE,Cuming,16,8,0,0.5,0.0
TX,Loving,10,1,0,0.1,0.0
TX,Cooke,32,13,0,0.40625,0.0
TX,Hall,6,3,0,0.5,0.0
NC,Pamlico,34,8,0,0.23529411764705882,0.0
OK,Ottawa,14,5,0,0.35714285714285715,0.0
NE,Nemaha,27,13,0,0.48148148148148145,0.0
NE,Johnson,3,0,0,0.0,0.0
VT,Essex,7,2,1,0.2857142857142857,0.14285714285714285
NM,San Juan,44,9,1,0.20454545454545456,0.022727272727272728
NE,Pierce,9,3,2,0.3333333333333333,0.2222222222222222
NE,Frontier,1,0,0,0.0,0.0
MO,Osage,6,2,0,0.3333333333333333,0.0
TX,Jack,1,1,0,1.0,0.0
WI,Forest,1,0,0,0.0,0.0
LA,Cameron,1,0,0,0.0,0.0
LA,Morehouse,4,0,0,0.0,0.0
IN,Adams,47,19,4,0.40425531914893614,0.0851063829787234
MO,Scotland,7,2,0,0.2857142857142857,0.0
MI,Schoolcraft,23,8,8,0.34782608695652173,0.34782608695652173
VA,Galax,5,1,0,0.2,0.0
KY,Fleming,1,0,0,0.0,0.0
MN,Red Lake,16,4,0,0.25,0.0
MO,Iron,1,0,0,0.0,0.0
IL,Greene,13,3,0,0.23076923076923078,0.0
NE,Howard,2,0,0,0.0,0.0
OK,Washington,3,2,0,0.6666666666666666,0.0
SD,Lyman,2,0,0,0.0,0.0
CO,Hinsdale,8,2,3,0.25,0.375
NE,Custer,14,0,0,0.0,0.0
MS,Calhoun,12,5,0,0.4166666666666667,0.0
MO,Madison,3,1,0,0.3333333333333333,0.0
UT,Rich,13,7,0,0.5384615384615384,0.0
WY,Park,14,3,1,0.21428571428571427,0.07142857142857142
WI,Vilas,23,8,3,0.34782608695652173,0.13043478260869565
WI,Sawyer,6,0,0,0.0,0.0
TX,Sherman,25,16,10,0.64,0.4
TX,Crockett,4,0,0,0.0,0.0
TX,Washington,7,1,0,0.14285714285714285,0.0
IA,Clay,26,6,0,0.23076923076923078,0.0
MN,Lake,72,31,2,0.4305555555555556,0.027777777777777776
MN,Big Stone,4,0,0,0.0,0.0
WV,Tucker,16,2,2,0.125,0.125
WY,Platte,178,38,37,0.21348314606741572,0.20786516853932585
TN,Moore,7,1,0,0.14285714285714285,0.0
KS,Lyon,41,13,0,0.3170731707317073,0.0
NY,Wyoming,124,39,9,0.31451612903225806,0.07258064516129033
MS,Walthall,4,1,0,0.25,0.0
MT,Big Horn,702,295,116,0.4202279202279202,0.16524216524216523
MI,Marquette,20,4,3,0.2,0.15
TX,Fannin,29,3,0,0.10344827586206896,0.0
KY,Lewis,3,1,1,0.3333333333333333,0.3333333333333333
MO,Wright,7,0,0,0.0,0.0
LA,Avoyelles,7,3,0,0.42857142857142855,0.0
WY,Lincoln,19,7,0,0.3684210526315789,0.0
MS,Humphreys,6,0,0,0.0,0.0
IN,Union,14,8,0,0.5714285714285714,0.0
SD,Hutchinson,9,3,3,0.3333333333333333,0.3333333333333333
MT,Cascade,729,339,95,0.46502057613168724,0.13031550068587106
TX,Gray,11,4,0,0.36363636363636365,0.0
KS,Cowley,7,2,0,0.2857142857142857,0.0
LA,Sabine,2,0,0,0.0,0.0
LA,Franklin,3,0,0,0.0,0.0
IN,Wells,17,3,1,0.17647058823529413,0.058823529411764705
WY,Campbell,44,25,5,0.5681818181818182,0.11363636363636363
IN,Lawrence,68,17,1,0.25,0.014705882352941176
AR,Bradley,60,22,0,0.36666666666666664,0.0
MT,Granite,798,434,175,0.543859649122807,0.21929824561403508
TX,Delta,3,1,0,0.3333333333333333,0.0
MS,Jefferson Davis,4,0,0,0.0,0.0
NE,Rock,3,0,1,0.0,0.3333333333333333
KY,Spencer,2,1,0,0.5,0.0
TX,Red River,15,1,2,0.06666666666666667,0.13333333333333333
OK,Texas,1,1,0,1.0,0.0
OK,Le Flore,2,1,0,0.5,0.0
WV,Hancock,2,0,0,0.0,0.0
TX,Refugio,2,0,0,0.0,0.0
MN,Marshall,12,8,2,0.6666666666666666,0.16666666666666666
VA,Highland,126,48,5,0.38095238095238093,0.03968253968253968
MO,Atchison,20,12,2,0.6,0.1
MI,Leelanau,22,0,0,0.0,0.0
TX,McMullen,3,0,0,0.0,0.0
LA,Washington,2,0,0,0.0,0.0
TN,Pickett,12,6,0,0.5,0.0
LA,Plaquemines,9,1,0,0.1111111111111111,0.0
MT,Ravalli,857,441,70,0.514585764294049,0.08168028004667445
TN,Houston,41,14,0,0.34146341463414637,0.0
TX,Kent,3,3,0,1.0,0.0
IA,Howard,15,1,0,0.06666666666666667,0.0
NE,Merrick,4,2,0,0.5,0.0
MS,Neshoba,11,6,0,0.5454545454545454,0.0
IN,Warren,17,10,0,0.5882352941176471,0.0
AR,Cross,18,4,0,0.2222222222222222,0.0
SD,Spink,1,0,0,0.0,0.0
IA,Louisa,26,14,1,0.5384615384615384,0.038461538461538464
NM,Rio Arriba,59,26,1,0.4406779661016949,0.01694915254237288
IL,Richland,3,0,0,0.0,0.0
MS,Lowndes,18,3,0,0.16666666666666666,0.0
KY,Bell,11,5,1,0.45454545454545453,0.09090909090909091
KY,Clay,7,1,0,0.14285714285714285,0.0
NM,Curry,9,2,0,0.2222222222222222,0.0
GA,Echols,16,0,0,0.0,0.0
MS,Smith,15,3,0,0.2,0.0
ND,Grand Forks,194,77,16,0.39690721649484534,0.08247422680412371
MO,Taney,16,2,0,0.125,0.0
WY,Goshen,30,14,0,0.4666666666666667,0.0
WY,Teton,38,17,12,0.4473684210526316,0.3157894736842105
TX,Young,7,4,0,0.5714285714285714,0.0
TX,Parmer,4,2,0,0.5,0.0
TX,Yoakum,14,1,0,0.07142857142857142,0.0
MN,Saint Louis,27,11,5,0.4074074074074074,0.18518518518518517
FL,Saint Johns,36,11,0,0.3055555555555556,0.0
TN,Hancock,2,0,0,0.0,0.0
TX,Jones,10,0,0,0.0,0.0
MO,Shelby,6,3,0,0.5,0.0
IL,Hancock,3,0,0,0.0,0.0
IN,Washington,17,2,0,0.11764705882352941,0.0
ND,Kidder,122,54,28,0.4426229508196721,0.22950819672131148
NE,Cherry,3,0,0,0.0,0.0
MO,Howell,34,23,0,0.6764705882352942,0.0
VA,Galax City,2,0,0,0.0,0.0
VA,Lynchburg City,25,3,0,0.12,0.0
IA,Mitchell,15,4,5,0.26666666666666666,0.3333333333333333
IN,Jennings,61,20,0,0.32786885245901637,0.0
MN,Cook,8,0,0,0.0,0.0
OK,Nowata,7,6,0,0.8571428571428571,0.0
KY,Garrard,7,0,0,0.0,0.0
ID,Oneida,83,52,27,0.6265060240963856,0.3253012048192771
LA,St. Helena,3,0,0,0.0,0.0
KY,Metcalfe,8,4,0,0.5,0.0
MO,Polk,30,11,0,0.36666666666666664,0.0
LA,Saint Landry,7,1,0,0.14285714285714285,0.0
WV,Roane,197,74,8,0.3756345177664975,0.04060913705583756
VA,Isle Of Wight,23,9,0,0.391304347826087,0.0
KS,Gray,8,1,0,0.125,0.0
ID,Boise,63,13,1,0.20634920634920634,0.015873015873015872
WV,Logan,62,12,0,0.1935483870967742,0.0
MO,St. Clair,3,0,0,0.0,0.0
NM,Union,14,4,0,0.2857142857142857,0.0
KY,Letcher,1,1,0,1.0,0.0
TX,Fisher,10,1,0,0.1,0.0
LA,Concordia,3,1,0,0.3333333333333333,0.0
ID,Latah,44,19,3,0.4318181818181818,0.06818181818181818
ID,Washington,54,10,2,0.18518518518518517,0.037037037037037035
VA,Craig,10,2,0,0.2,0.0
KY,Lawrence,3,0,0,0.0,0.0
NE,Chase,2,1,0,0.5,0.0
VA,Danville City,7,3,0,0.42857142857142855,0.0
ID,Madison,34,16,2,0.47058823529411764,0.058823529411764705
MO,Bates,6,0,0,0.0,0.0
TX,Gaines,3,0,0,0.0,0.0
MS,Marion,5,2,0,0.4,0.0
IA,Hancock,13,3,0,0.23076923076923078,0.0
TX,Tyler,16,0,0,0.0,0.0
NE,Logan,7,0,1,0.0,0.14285714285714285
NE,Butler,14,1,4,0.07142857142857142,0.2857142857142857
TX,Rains,1,0,0,0.0,0.0
MT,Rosebud,386,165,29,0.4274611398963731,0.07512953367875648
ID,Bonner,78,27,8,0.34615384615384615,0.10256410256410256
VA,Colonial Heights City,26,5,0,0.19230769230769232,0.0
IL,Lawrence,2,1,0,0.5,0.0
IN,Owen,40,3,2,0.075,0.05
ID,Power,60,25,5,0.4166666666666667,0.08333333333333333
VA,Chesapeake City,7,1,0,0.14285714285714285,0.0
KS,Doniphan,2,1,0,0.5,0.0
VA,Falls Church,41,10,0,0.24390243902439024,0.0
IA,O'Brien,29,20,0,0.6896551724137931,0.0
ID,Fremont,75,26,9,0.3466666666666667,0.12
VA,Petersburg City,41,15,0,0.36585365853658536,0.0
WV,Taylor,29,8,1,0.27586206896551724,0.034482758620689655
MA,Nantucket,1,0,0,0.0,0.0
VA,Charlottesville City,8,4,0,0.5,0.0
TX,Stephens,8,0,0,0.0,0.0
OK,Kiowa,3,0,0,0.0,0.0
MO,Benton,1,0,0,0.0,0.0
VA,Norfolk City,61,19,0,0.3114754098360656,0.0
TX,Lamar,10,1,0,0.1,0.0
VA,Fredericksburg City,9,1,0,0.1111111111111111,0.0
ID,Valley,57,11,1,0.19298245614035087,0.017543859649122806
MT,Sweet Grass,389,163,61,0.4190231362467866,0.15681233933161953
MO,Pettis,4,2,0,0.5,0.0
AR,Union,94,35,0,0.3723404255319149,0.0
ID,Bingham,211,76,11,0.36018957345971564,0.052132701421800945
TX,Franklin,5,0,1,0.0,0.2
OK,Jackson,3,2,0,0.6666666666666666,0.0
AR,Cleveland,115,36,0,0.3130434782608696,0.0
WY,Crook,28,8,7,0.2857142857142857,0.25
ID,Lewis,36,17,0,0.4722222222222222,0.0
IN,Switzerland,4,2,0,0.5,0.0
KY,Daviess,25,2,0,0.08,0.0
WV,Tyler,1,0,0,0.0,0.0
VA,Martinsville City,5,3,0,0.6,0.0
LA,Jackson,1,0,0,0.0,0.0
WY,Sublette,7,4,1,0.5714285714285714,0.14285714285714285
TX,Maverick,8,3,0,0.375,0.0
MI,Delta,12,4,0,0.3333333333333333,0.0
LA,West Feliciana,5,0,0,0.0,0.0
WV,Barbour,16,6,0,0.375,0.0
IL,Perry,7,0,0,0.0,0.0
MT,Powell,561,333,82,0.5935828877005348,0.14616755793226383
ID,Minidoka,56,18,2,0.32142857142857145,0.03571428571428571
ND,Ward,121,46,4,0.38016528925619836,0.03305785123966942
MS,Desoto,5,1,0,0.2,0.0
SD,Aurora,3,0,0,0.0,0.0
TX,Wilson,2,1,0,0.5,0.0
MT,Jefferson,1456,719,299,0.49381868131868134,0.20535714285714285
KY,Bourbon,1,0,0,0.0,0.0
WV,Pendleton,30,16,2,0.5333333333333333,0.06666666666666667
VA,Portsmouth City,11,8,0,0.7272727272727273,0.0
MI,Iron,5,3,0,0.6,0.0
MT,Mineral,1381,748,347,0.5416364952932657,0.2512671976828385
TX,Sabine,9,4,0,0.4444444444444444,0.0
KS,Labette,21,13,0,0.6190476190476191,0.0
MN,Lincoln,13,6,0,0.46153846153846156,0.0
IA,Obrien,2,0,1,0.0,0.5
VA,Staunton City,12,6,0,0.5,0.0
NM,Roosevelt,15,10,0,0.6666666666666666,0.0
NM,De Baca,4,1,0,0.25,0.0
WV,Ritchie,31,12,0,0.3870967741935484,0.0
MT,Silver Bow,676,328,146,0.48520710059171596,0.21597633136094674
MS,Adams,34,14,0,0.4117647058823529,0.0
WI,Rusk,24,17,4,0.7083333333333334,0.16666666666666666
SD,Hand,1,1,0,1.0,0.0
KY,Russell,1,1,0,1.0,0.0
MO,Gentry,5,0,0,0.0,0.0
NE,Saline,11,0,0,0.0,0.0
MT,Carbon,316,158,30,0.5,0.0949367088607595
ID,Caribou,6,0,0,0.0,0.0
MT,Roosevelt,79,28,5,0.35443037974683544,0.06329113924050633
AL,Saint Clair,1,0,0,0.0,0.0
WV,Pocahontas,10,4,0,0.4,0.0
GA,Clinch,27,11,0,0.4074074074074074,0.0
KS,Marshall,3,0,0,0.0,0.0
WY,Big Horn,14,1,1,0.07142857142857142,0.07142857142857142
WI,Fond Du Lac,6,0,1,0.0,0.16666666666666666
KY,Harrison,3,1,0,0.3333333333333333,0.0
GA,Mcduffie,2,0,0,0.0,0.0
IA,Winnebago,11,0,0,0.0,0.0
AZ,Santa Cruz,33,7,0,0.21212121212121213,0.0
WY,Hot Springs,6,0,0,0.0,0.0
MT,Powder River,75,33,5,0.44,0.06666666666666667
WI,Burnett,24,6,0,0.25,0.0
IL,Walworth,3,0,0,0.0,0.0
ID,Franklin,7,4,0,0.5714285714285714,0.0
LA,Saint James,1,1,0,1.0,0.0
KS,Dickinson,4,1,0,0.25,0.0
VA,Covington City,7,1,0,0.14285714285714285,0.0
VA,Buena Vista City,1,1,0,1.0,0.0
KS,McPherson,7,0,0,0.0,0.0
NY,Saint Lawrence,7,0,3,0.0,0.42857142857142855
AR,Baxter,55,9,0,0.16363636363636364,0.0
MT,Toole,86,26,8,0.3023255813953488,0.09302325581395349
ID,Gooding,77,32,3,0.4155844155844156,0.03896103896103896
MT,Phillips,31,7,2,0.22580645161290322,0.06451612903225806
LA,Saint Bernard,3,1,0,0.3333333333333333,0.0
MT,Pondera,89,48,5,0.5393258426966292,0.056179775280898875
WV,McDowell,5,0,0,0.0,0.0
WV,Nicholas,47,18,1,0.3829787234042553,0.02127659574468085
KS,Kiowa,14,6,3,0.42857142857142855,0.21428571428571427
ID,Bear Lake,17,7,9,0.4117647058823529,0.5294117647058824
MT,Meagher,38,1,2,0.02631578947368421,0.05263157894736842
VA,Suffolk City,53,21,0,0.39622641509433965,0.0
AR,Phillips,16,11,0,0.6875,0.0
IN,Lagrange,33,4,0,0.12121212121212122,0.0
ND,Morton,331,135,35,0.4078549848942598,0.10574018126888217
MI,Luce,3,3,0,1.0,0.0
SD,Hughes,1,0,0,0.0,0.0
KY,Hancock,11,0,0,0.0,0.0
KS,Jackson,4,0,0,0.0,0.0
ID,Adams,46,18,1,0.391304347826087,0.021739130434782608
MT,Sanders,312,147,50,0.47115384615384615,0.16025641025641027
IN,De Kalb,4,0,0,0.0,0.0
WV,Doddridge,35,13,0,0.37142857142857144,0.0
OK,Stephens,4,0,0,0.0,0.0
MT,Missoula,2508,1261,370,0.5027910685805422,0.14752791068580542
ID,Gem,16,10,0,0.625,0.0
KS,Logan,3,1,0,0.3333333333333333,0.0
KS,Morris,2,0,0,0.0,0.0
MI,Alcona,10,5,1,0.5,0.1
MO,Randolph,4,0,0,0.0,0.0
KY,Mccracken,2,0,0,0.0,0.0
LA,St John The Baptist,2,1,0,0.5,0.0
MS,Claiborne,1,0,0,0.0,0.0
OK,Pontotoc,6,2,0,0.3333333333333333,0.0
KS,Ford,48,0,0,0.0,0.0
WV,Hardy,15,5,0,0.3333333333333333,0.0
OK,Kingfisher,3,0,0,0.0,0.0
VA,King And Queen,5,0,0,0.0,0.0
IN,La Porte,29,8,0,0.27586206896551724,0.0
ID,Lemhi,9,1,0,0.1111111111111111,0.0
ID,Lincoln,33,22,5,0.6666666666666666,0.15151515151515152
KY,Menifee,1,0,0,0.0,0.0
TX,Cottle,1,0,0,0.0,0.0
TX,McCulloch,1,0,0,0.0,0.0
ID,Blaine,18,8,0,0.4444444444444444,0.0
WY,Niobrara,12,4,0,0.3333333333333333,0.0
KY,Owen,12,1,0,0.08333333333333333,0.0
WV,Upshur,10,2,2,0.2,0.2
WI,Menominee,1,0,0,0.0,0.0
MN,Mcleod,7,2,0,0.2857142857142857,0.0
NM,Catron,5,0,0,0.0,0.0
TX,Andrews,31,10,0,0.3225806451612903,0.0
OK,Mcintosh,1,0,0,0.0,0.0
VA,Winchester City,3,0,0,0.0,0.0
MT,Wibaux,43,21,6,0.4883720930232558,0.13953488372093023
ID,Camas,7,5,0,0.7142857142857143,0.0
LA,Caldwell,4,0,0,0.0,0.0
KS,Greeley,2,2,0,1.0,0.0
WV,Boone,21,5,0,0.23809523809523808,0.0
MT,Flathead,2367,1074,262,0.45373891001267425,0.1106886354034643
AR,Fulton,52,2,6,0.038461538461538464,0.11538461538461539
WV,Randolph,25,8,2,0.32,0.08
VA,Hopewell City,3,0,0,0.0,0.0
NM,Taos,23,6,2,0.2608695652173913,0.08695652173913043
MT,Lewis And Clark,4,1,0,0.25,0.0
ID,Custer,11,5,1,0.45454545454545453,0.09090909090909091
VA,Waynesboro City,1,1,0,1.0,0.0
MT,Chouteau,98,46,6,0.46938775510204084,0.061224489795918366
MT,Broadwater,268,142,28,0.5298507462686567,0.1044776119402985
KS,Pottawatomie,28,11,0,0.39285714285714285,0.0
LA,Saint Tammany,18,5,0,0.2777777777777778,0.0
MO,Nodaway,15,4,4,0.26666666666666666,0.26666666666666666
MI,Menominee,13,6,3,0.46153846153846156,0.23076923076923078
KS,Wabaunsee,28,10,0,0.35714285714285715,0.0
VA,Harrisonburg City,19,6,0,0.3157894736842105,0.0
MS,Tunica,12,6,0,0.5,0.0
WI,Richland,13,0,0,0.0,0.0
AR,Grant,93,59,0,0.6344086021505376,0.0
IL,Cass,7,2,0,0.2857142857142857,0.0
VA,Hampton City,8,1,0,0.125,0.0
ID,Clearwater,9,4,0,0.4444444444444444,0.0
IA,Greene,27,7,1,0.25925925925925924,0.037037037037037035
VA,Newport News City,1,0,0,0.0,0.0
PA,Mckean,17,4,3,0.23529411764705882,0.17647058823529413
SD,Union,3,0,0,0.0,0.0
KS,Jefferson,2,0,0,0.0,0.0
LA,Saint Martin,2,0,0,0.0,0.0
WI,Washburn,7,4,0,0.5714285714285714,0.0
ND,Barnes,226,129,39,0.5707964601769911,0.17256637168141592
OK,Coal,4,0,0,0.0,0.0
WY,Fremont,24,4,1,0.16666666666666666,0.041666666666666664
WI,Florence,4,0,0,0.0,0.0
MS,Franklin,8,1,0,0.125,0.0
KY,Wolfe,5,1,0,0.2,0.0
MT,Beaverhead,243,117,19,0.48148148148148145,0.07818930041152264
GA,Mcintosh,2,1,0,0.5,0.0
NE,Sioux,4,0,1,0.0,0.25
MT,Park,1502,849,281,0.5652463382157124,0.1870838881491345
LA,Saint Charles,10,0,0,0.0,0.0
WV,Summers,86,10,0,0.11627906976744186,0.0
SD,Pennington,20,7,2,0.35,0.1
IN,Brown,9,4,0,0.4444444444444444,0.0
NE,Pawnee,8,0,0,0.0,0.0
SD,Jackson,2,1,1,0.5,0.5
MS,Clay,3,0,0,0.0,0.0
MT,Teton,69,42,10,0.6086956521739131,0.14492753623188406
ID,Teton,16,4,1,0.25,0.0625
OK,Mcclain,4,0,0,0.0,0.0
IL,Kenosha,1,1,0,1.0,0.0
KY,Breathitt,13,3,0,0.23076923076923078,0.0
WV,Marshall,28,9,4,0.32142857142857145,0.14285714285714285
TX,Hutchinson,30,8,0,0.26666666666666666,0.0
ND,Sheridan,15,1,0,0.06666666666666667,0.0
AR,Columbia,66,22,0,0.3333333333333333,0.0
MT,Lake,854,390,78,0.4566744730679157,0.09133489461358314
MT,Glacier,198,92,2,0.46464646464646464,0.010101010101010102
TX,Zavala,20,0,0,0.0,0.0
MT,Musselshell,77,48,8,0.6233766233766234,0.1038961038961039
KS,Seward,3,0,0,0.0,0.0
MT,Carter,57,0,20,0.0,0.3508771929824561
MT,Prairie,55,22,17,0.4,0.3090909090909091
AR,Boone,39,9,0,0.23076923076923078,0.0
MS,Sharkey,5,0,0,0.0,0.0
NE,Phelps,9,1,0,0.1111111111111111,0.0
ND,Adams,18,10,1,0.5555555555555556,0.05555555555555555
